"","V1","V2"
"result.269","ORTEGA","8"
"result.270","ORTEGA","8"
"result.271","ORTEGA","8"
"result.272","ORTEGA","8"
"result.273","ORTEGA","8"
"result.274","ORTEGA","8"
"result.275","ORTEGA","8"
"result.276","ORTEGA","8"
"result.277","ORTEGA","8"
"result.278","ORTEGA","8"
"result.279","ORTEGA","8"
"result.280","ORTEGA","8"
"result.281","ORTEGA","8"
"result.282","ORTEGA","8"
"result.283","ORTEGA","8"
"result.284","ORTEGA","8"
"result.285","ORTEGA","8"
"result.286","ORTEGA","8"
"result.287","ORTEGA","8"
"result.288","ORTEGA","8"
"result.289","ORTEGA","8"
"result.290","ORTEGA","8"
"result.291","ORTEGA","8"
"result.292","ORTEGA","8"
"result.293","ORTEGA","8"
"result.294","ORTEGA","8"
"result.295","ORTEGA","8"
"result.296","ORTEGA","8"
"result.297","ORTEGA","8"
"result.298","ORTEGA","8"
"result.299","ORTEGA","8"
"result.300","ORTEGA","8"
"result.301","ORTEGA","8"
"result.302","ORTEGA","8"
"result.303","ORTEGA","8"
"result.304","ORTEGA","8"
"result.305","ORTEGA","8"
"result.306","ORTEGA","8"
"result.307","ORTEGA","8"
"result.308","ORTEGA","8"
"result.309","ORTEGA","8"
"result.310","ORTEGA","8"
"result.311","ORTEGA","8"
"result.312","ORTEGA","8"
"result.313","ORTEGA","8"
"result.314","ORTEGA","8"
"result.315","ORTEGA","8"
"result.316","ORTEGA","8"
"result.317","ORTEGA","8"
"result.318","ORTEGA","8"
"result.319","ORTEGA","8"
"result.320","ORTEGA","8"
"result.321","ORTEGA","8"
"result.322","ORTEGA","8"
"result.323","ORTEGA","8"
"result.324","ORTEGA","8"
"result.325","ORTEGA","8"
"result.326","ORTEGA","8"
"result.327","ORTEGA","8"
"result.328","ORTEGA","8"
"result.329","ORTEGA","8"
"result.330","ORTEGA","8"
"result.331","ORTEGA","8"
"result.332","ORTEGA","8"
"result.333","ORTEGA","8"
"result.334","ORTEGA","8"
"result.335","ORTEGA","8"
"result.336","ORTEGA","8"
"result.337","ORTEGA","8"
"result.338","ORTEGA","8"
"result.339","ORTEGA","8"
"result.340","ORTEGA","8"
"result.341","ORTEGA","8"
"result.342","ORTEGA","8"
"result.343","ORTEGA","8"
"result.344","ORTEGA","8"
"result.345","ORTEGA","8"
"result.346","ORTEGA","8"
"result.347","ORTEGA","8"
"result.348","ORTEGA","8"
"result.349","ORTEGA","8"
"result.350","ORTEGA","8"
"result.351","ORTEGA","8"
"result.352","ORTEGA","8"
"result.353","ORTEGA","8"
"result.354","ORTEGA","8"
"result.355","ORTEGA","8"
"result.356","ORTEGA","8"
"result.357","ORTEGA","8"
"result.358","ORTEGA","8"
"result.359","ORTEGA","8"
"result.360","ORTEGA","8"
"result.361","ORTEGA","8"
"result.362","ORTEGA","8"
"result.363","ORTEGA","8"
"result.364","ORTEGA","8"
"result.365","ORTEGA","8"
"result.366","ORTEGA","8"
"result.367","ORTEGA","8"
"result.368","ORTEGA","8"
"result.369","ORTEGA","8"
"result.370","ORTEGA","8"
"result.371","ORTEGA","8"
"result.372","ORTEGA","8"
"result.373","ORTEGA","8"
"result.374","ORTEGA","8"
"result.375","ORTEGA","8"
"result.376","ORTEGA","8"
"result.377","ORTEGA","8"
"result.378","ORTEGA","8"
"result.379","ORTEGA","8"
"result.380","ORTEGA","8"
"result.381","ORTEGA","8"
"result.382","ORTEGA","8"
"result.383","ORTEGA","8"
"result.384","ORTEGA","8"
"result.385","ORTEGA","8"
"result.386","ORTEGA","8"
"result.387","ORTEGA","8"
"result.388","ORTEGA","8"
"result.389","ORTEGA","8"
"result.390","ORTEGA","8"
"result.391","ORTEGA","8"
"result.392","ORTEGA","8"
"result.393","ORTEGA","8"
"result.394","ORTEGA","8"
"result.395","ORTEGA","8"
"result.396","ORTEGA","8"
"result.397","ORTEGA","8"
"result.398","ORTEGA","8"
"result.399","ORTEGA","8"
"result.400","ORTEGA","8"
"result.401","ORTEGA","8"
"result.402","ORTEGA","8"
"result.403","ORTEGA","8"
"result.404","ORTEGA","8"
"result.405","ORTEGA","8"
"result.406","ORTEGA","8"
"result.407","ORTEGA","8"
"result.408","ORTEGA","8"
"result.409","ORTEGA","8"
"result.410","ORTEGA","8"
"result.411","ORTEGA","8"
"result.412","ORTEGA","8"
"result.413","ORTEGA","8"
"result.414","ORTEGA","8"
"result.415","ORTEGA","8"
"result.416","ORTEGA","8"
"result.417","ORTEGA","8"
"result.418","ORTEGA","8"
"result.419","ORTEGA","8"
"result.420","ORTEGA","8"
"result.421","ORTEGA","8"
"result.422","ABDALLA_HASSAN","8"
"result.423","ORTEGA","8"
"result.424","ORTEGA","8"
"result.425","ORTEGA","8"
"result.426","ORTEGA","8"
"result.427","ABDALLA_HASSAN","8"
"result.428","ORTEGA","8"
"result.429","ORTEGA","8"
"result.430","ORTEGA","8"
"result.431","ORTEGA","8"
"result.432","ORTEGA","8"
"result.433","ORTEGA","8"
"result.434","ORTEGA","8"
"result.435","ORTEGA","8"
"result.436","ORTEGA","8"
"result.437","ORTEGA","8"
"result.438","ORTEGA","8"
"result.439","ORTEGA","8"
"result.440","ORTEGA","8"
"result.441","ORTEGA","8"
"result.442","ORTEGA","8"
"result.443","ORTEGA","8"
"result.444","ORTEGA","8"
"result.445","ORTEGA","8"
"result.446","ORTEGA","8"
"result.447","ORTEGA","8"
"result.448","ORTEGA","8"
"result.449","ORTEGA","8"
"result.450","GB2","8"
"result.451","ORTEGA","8"
"result.452","ORTEGA","8"
"result.453","ORTEGA","8"
"result.454","ORTEGA","8"
"result.455","ORTEGA","8"
"result.456","ORTEGA","8"
"result.457","ORTEGA","8"
"result.458","ORTEGA","8"
"result.459","ORTEGA","8"
"result.460","ORTEGA","8"
"result.461","ORTEGA","8"
"result.462","ORTEGA","8"
"result.463","ORTEGA","8"
"result.464","ORTEGA","8"
"result.465","ORTEGA","8"
"result.466","ORTEGA","8"
"result.467","ORTEGA","8"
"result.468","ORTEGA","8"
"result.469","ORTEGA","8"
"result.470","ORTEGA","8"
"result.471","ORTEGA","8"
"result.472","ORTEGA","8"
"result.473","ORTEGA","8"
"result.474","ORTEGA","8"
"result.475","ORTEGA","8"
"result.476","ORTEGA","8"
"result.477","ORTEGA","8"
"result.478","ORTEGA","8"
"result.479","ORTEGA","8"
"result.480","ORTEGA","8"
"result.481","ORTEGA","8"
"result.482","ORTEGA","8"
"result.483","ORTEGA","8"
"result.484","ORTEGA","8"
"result.485","ORTEGA","8"
"result.486","ORTEGA","8"
"result.487","ORTEGA","8"
"result.488","ORTEGA","8"
"result.489","ORTEGA","8"
"result.490","ORTEGA","8"
"result.491","ORTEGA","8"
"result.492","ORTEGA","8"
"result.493","ORTEGA","8"
"result.494","ORTEGA","8"
"result.495","ORTEGA","8"
"result.496","ORTEGA","8"
"result.497","ORTEGA","8"
"result.498","ORTEGA","8"
"result.499","ORTEGA","8"
"result.500","ORTEGA","8"
"result.501","ORTEGA","8"
"result.502","ORTEGA","8"
"result.503","ORTEGA","8"
"result.504","ORTEGA","8"
"result.505","ORTEGA","8"
"result.506","ORTEGA","8"
"result.507","ORTEGA","8"
"result.508","ORTEGA","8"
"result.509","ORTEGA","8"
"result.510","ORTEGA","8"
"result.511","ORTEGA","8"
"result.512","ORTEGA","8"
"result.513","ORTEGA","8"
"result.514","ORTEGA","8"
"result.515","ORTEGA","8"
"result.516","ORTEGA","8"
"result.517","ORTEGA","8"
"result.518","ORTEGA","8"
"result.519","ORTEGA","8"
"result.520","ORTEGA","8"
"result.521","ORTEGA","8"
"result.522","ORTEGA","8"
"result.523","ORTEGA","8"
"result.524","ORTEGA","8"
"result.525","ORTEGA","8"
"result.526","ORTEGA","8"
"result.527","ORTEGA","8"
"result.528","ORTEGA","8"
"result.529","ORTEGA","8"
"result.530","ORTEGA","8"
"result.531","ORTEGA","8"
"result.532","ORTEGA","8"
"result.533","ORTEGA","8"
"result.534","ORTEGA","8"
"result.535","ORTEGA","8"
"result.536","ORTEGA","8"
"result.537","ORTEGA","8"
"result.538","ORTEGA","8"
"result.539","ORTEGA","8"
"result.540","ORTEGA","8"
"result.541","ORTEGA","8"
"result.542","ORTEGA","8"
"result.543","ORTEGA","8"
"result.544","ORTEGA","8"
"result.545","ORTEGA","8"
"result.546","ORTEGA","8"
"result.547","ABDALLA_HASSAN","8"
"result.548","ORTEGA","8"
"result.549","ORTEGA","8"
"result.550","ORTEGA","8"
"result.551","ORTEGA","8"
"result.552","ORTEGA","8"
"result.553","ORTEGA","8"
"result.554","ORTEGA","8"
"result.555","ORTEGA","8"
"result.556","ORTEGA","8"
"result.557","ORTEGA","8"
"result.558","ORTEGA","8"
"result.559","ORTEGA","8"
"result.560","ORTEGA","8"
"result.561","ORTEGA","8"
"result.562","ORTEGA","8"
"result.563","ABDALLA_HASSAN","8"
"result.564","ORTEGA","8"
"result.565","ORTEGA","8"
"result.566","ORTEGA","8"
"result.567","ORTEGA","8"
"result.568","ORTEGA","8"
"result.569","ORTEGA","8"
"result.570","ORTEGA","8"
"result.571","ORTEGA","8"
"result.572","ORTEGA","8"
"result.573","ORTEGA","8"
"result.574","ORTEGA","8"
"result.575","ORTEGA","8"
"result.576","ORTEGA","8"
"result.577","ORTEGA","8"
"result.578","ORTEGA","8"
"result.579","ORTEGA","8"
"result.580","ORTEGA","8"
"result.581","ORTEGA","8"
"result.582","ORTEGA","8"
"result.583","ORTEGA","8"
"result.584","ORTEGA","8"
"result.585","ORTEGA","8"
"result.586","ORTEGA","8"
"result.587","ORTEGA","8"
"result.588","ORTEGA","8"
"result.589","ORTEGA","8"
"result.590","ORTEGA","8"
"result.591","ORTEGA","8"
"result.592","ORTEGA","8"
"result.593","ORTEGA","8"
"result.594","ORTEGA","8"
"result.595","ORTEGA","8"
"result.596","ORTEGA","8"
"result.597","ORTEGA","8"
"result.598","ORTEGA","8"
"result.599","ORTEGA","8"
"result.600","ORTEGA","8"
"result.601","ORTEGA","8"
"result.602","ORTEGA","8"
"result.603","ORTEGA","8"
"result.604","ORTEGA","8"
"result.605","ORTEGA","8"
"result.606","ORTEGA","8"
"result.607","ORTEGA","8"
"result.608","ORTEGA","8"
"result.609","ORTEGA","8"
"result.610","ORTEGA","8"
"result.611","ORTEGA","8"
"result.612","ORTEGA","8"
"result.613","ORTEGA","8"
"result.614","ORTEGA","8"
"result.615","ORTEGA","8"
"result.616","ORTEGA","8"
"result.617","ORTEGA","8"
"result.618","ORTEGA","8"
"result.619","ORTEGA","8"
"result.620","ORTEGA","8"
"result.621","ORTEGA","8"
"result.622","ORTEGA","8"
"result.623","ORTEGA","8"
"result.624","ORTEGA","8"
"result.625","ORTEGA","8"
"result.626","ORTEGA","8"
"result.627","ORTEGA","8"
"result.628","ORTEGA","8"
"result.629","ORTEGA","8"
"result.630","ORTEGA","8"
"result.631","ORTEGA","8"
"result.632","ORTEGA","8"
"result.633","ORTEGA","8"
"result.634","ORTEGA","8"
"result.635","ORTEGA","8"
"result.636","ORTEGA","8"
"result.637","ORTEGA","8"
"result.638","ORTEGA","8"
"result.639","ORTEGA","8"
"result.640","ORTEGA","8"
"result.641","ORTEGA","8"
"result.642","ORTEGA","8"
"result.643","ORTEGA","8"
"result.644","ORTEGA","8"
"result.645","ORTEGA","8"
"result.646","ORTEGA","8"
"result.647","ORTEGA","8"
"result.648","ORTEGA","8"
"result.649","ORTEGA","8"
"result.650","ORTEGA","8"
"result.651","ORTEGA","8"
"result.652","ORTEGA","8"
"result.653","ORTEGA","8"
"result.654","ORTEGA","8"
"result.655","ORTEGA","8"
"result.656","ORTEGA","8"
"result.657","ORTEGA","8"
"result.658","ORTEGA","8"
"result.659","ORTEGA","8"
"result.660","ORTEGA","8"
"result.661","ORTEGA","8"
"result.662","ORTEGA","8"
"result.663","ORTEGA","8"
"result.664","ORTEGA","8"
"result.665","ORTEGA","8"
"result.666","ORTEGA","8"
"result.667","ORTEGA","8"
"result.668","ORTEGA","8"
"result.669","ORTEGA","8"
"result.670","ORTEGA","8"
"result.671","ORTEGA","8"
"result.672","ORTEGA","8"
"result.673","ORTEGA","8"
"result.674","ORTEGA","8"
"result.675","ORTEGA","8"
"result.676","ORTEGA","8"
"result.677","ORTEGA","8"
"result.678","ORTEGA","8"
"result.679","ORTEGA","8"
"result.680","ABDALLA_HASSAN","8"
"result.681","ORTEGA","8"
"result.682","ORTEGA","8"
"result.683","ORTEGA","8"
"result.684","ORTEGA","8"
"result.685","ORTEGA","8"
"result.686","ORTEGA","8"
"result.687","ORTEGA","8"
"result.688","ORTEGA","8"
"result.689","ORTEGA","8"
"result.690","ORTEGA","8"
"result.691","ORTEGA","8"
"result.692","ORTEGA","8"
"result.693","ORTEGA","8"
"result.694","ORTEGA","8"
"result.695","ORTEGA","8"
"result.696","ORTEGA","8"
"result.697","ORTEGA","8"
"result.698","ORTEGA","8"
"result.699","ORTEGA","8"
"result.700","ORTEGA","8"
"result.701","ORTEGA","8"
"result.702","ORTEGA","8"
"result.703","ORTEGA","8"
"result.704","ORTEGA","8"
"result.705","ORTEGA","8"
"result.706","ORTEGA","8"
"result.707","ORTEGA","8"
"result.708","ORTEGA","8"
"result.709","ORTEGA","8"
"result.710","ORTEGA","8"
"result.711","ORTEGA","8"
"result.712","ABDALLA_HASSAN","8"
"result.713","ORTEGA","8"
"result.714","ORTEGA","8"
"result.715","ORTEGA","8"
"result.716","ORTEGA","8"
"result.717","ORTEGA","8"
"result.718","ORTEGA","8"
"result.719","ORTEGA","8"
"result.720","ORTEGA","8"
"result.721","ORTEGA","8"
"result.722","ORTEGA","8"
"result.723","ORTEGA","8"
"result.724","ORTEGA","8"
"result.725","ORTEGA","8"
"result.726","ORTEGA","8"
"result.727","ORTEGA","8"
"result.728","ORTEGA","8"
"result.729","ORTEGA","8"
"result.730","ORTEGA","8"
"result.731","GB2","8"
"result.732","ORTEGA","8"
"result.733","ORTEGA","8"
"result.734","ORTEGA","8"
"result.735","ORTEGA","8"
"result.736","ORTEGA","8"
"result.737","ORTEGA","8"
"result.738","ORTEGA","8"
"result.739","ORTEGA","8"
"result.740","ORTEGA","8"
"result.741","ORTEGA","8"
"result.742","ORTEGA","8"
"result.743","ORTEGA","8"
"result.744","ORTEGA","8"
"result.745","ABDALLA_HASSAN","8"
"result.746","ORTEGA","8"
"result.747","ORTEGA","8"
"result.748","ORTEGA","8"
"result.749","ORTEGA","8"
"result.750","ORTEGA","8"
"result.751","ORTEGA","8"
"result.752","ORTEGA","8"
"result.753","ORTEGA","8"
"result.754","ORTEGA","8"
"result.755","ORTEGA","8"
"result.756","ORTEGA","8"
"result.757","ORTEGA","8"
"result.758","ORTEGA","8"
"result.759","ORTEGA","8"
"result.760","ORTEGA","8"
"result.761","ORTEGA","8"
"result.762","ORTEGA","8"
"result.763","ORTEGA","8"
"result.764","ORTEGA","8"
"result.765","ORTEGA","8"
"result.766","ORTEGA","8"
"result.767","ORTEGA","8"
"result.768","ORTEGA","8"
"result.769","ORTEGA","8"
"result.770","ORTEGA","8"
"result.771","ORTEGA","8"
"result.772","ORTEGA","8"
"result.773","ORTEGA","8"
"result.774","ORTEGA","8"
"result.775","ORTEGA","8"
"result.776","ORTEGA","8"
"result.777","ORTEGA","8"
"result.778","ORTEGA","8"
"result.779","ORTEGA","8"
"result.780","ORTEGA","8"
"result.781","ORTEGA","8"
"result.782","ABDALLA_HASSAN","8"
"result.783","ORTEGA","8"
"result.784","ORTEGA","8"
"result.785","ORTEGA","8"
"result.786","ORTEGA","8"
"result.787","ORTEGA","8"
"result.788","ORTEGA","8"
"result.789","ORTEGA","8"
"result.790","ORTEGA","8"
"result.791","ORTEGA","8"
"result.792","ORTEGA","8"
"result.793","ORTEGA","8"
"result.794","ORTEGA","8"
"result.795","ORTEGA","8"
"result.796","ORTEGA","8"
"result.797","ORTEGA","8"
"result.798","ORTEGA","8"
"result.799","ORTEGA","8"
"result.800","ORTEGA","8"
"result.801","ORTEGA","8"
"result.802","ORTEGA","8"
"result.803","ORTEGA","8"
"result.804","ORTEGA","8"
"result.805","ORTEGA","8"
"result.806","ORTEGA","8"
"result.807","ORTEGA","8"
"result.808","ORTEGA","8"
"result.809","ORTEGA","8"
"result.810","ORTEGA","8"
"result.811","ORTEGA","8"
"result.812","ORTEGA","8"
"result.813","ORTEGA","8"
"result.814","ORTEGA","8"
"result.815","ORTEGA","8"
"result.816","ORTEGA","8"
"result.817","ORTEGA","8"
"result.818","ORTEGA","8"
"result.819","ORTEGA","8"
"result.820","ORTEGA","8"
"result.821","ORTEGA","8"
"result.822","ORTEGA","8"
"result.823","ORTEGA","8"
"result.824","ORTEGA","8"
"result.825","ORTEGA","8"
"result.826","ORTEGA","8"
"result.827","ORTEGA","8"
"result.828","ORTEGA","8"
"result.829","ORTEGA","8"
"result.830","ORTEGA","8"
"result.831","ORTEGA","8"
"result.832","ORTEGA","8"
"result.833","ORTEGA","8"
"result.834","ORTEGA","8"
"result.835","ORTEGA","8"
"result.836","ORTEGA","8"
"result.837","ORTEGA","8"
"result.838","ORTEGA","8"
"result.839","ORTEGA","8"
"result.840","ORTEGA","8"
"result.841","ORTEGA","8"
"result.842","ORTEGA","8"
"result.843","ORTEGA","8"
"result.844","ORTEGA","8"
"result.845","ORTEGA","8"
"result.846","ORTEGA","8"
"result.847","ORTEGA","8"
"result.848","ORTEGA","8"
"result.849","ORTEGA","8"
"result.850","ORTEGA","8"
"result.851","ORTEGA","8"
"result.852","ORTEGA","8"
"result.853","ORTEGA","8"
"result.854","ORTEGA","8"
"result.855","ORTEGA","8"
"result.856","ORTEGA","8"
"result.857","ORTEGA","8"
"result.858","ORTEGA","8"
"result.859","ORTEGA","8"
"result.860","ORTEGA","8"
"result.861","ORTEGA","8"
"result.862","ORTEGA","8"
"result.863","ORTEGA","8"
"result.864","ORTEGA","8"
"result.865","ABDALLA_HASSAN","8"
"result.866","ORTEGA","8"
"result.867","ORTEGA","8"
"result.868","ORTEGA","8"
"result.869","ORTEGA","8"
"result.870","ORTEGA","8"
"result.871","ORTEGA","8"
"result.872","ORTEGA","8"
"result.873","ORTEGA","8"
"result.874","ORTEGA","8"
"result.875","ORTEGA","8"
"result.876","ORTEGA","8"
"result.877","ORTEGA","8"
"result.878","ORTEGA","8"
"result.879","ORTEGA","8"
"result.880","ORTEGA","8"
"result.881","ORTEGA","8"
"result.882","ORTEGA","8"
"result.883","ORTEGA","8"
"result.884","ORTEGA","8"
"result.885","ORTEGA","8"
"result.886","ORTEGA","8"
"result.887","ORTEGA","8"
"result.888","ORTEGA","8"
"result.889","ORTEGA","8"
"result.890","ORTEGA","8"
"result.891","ORTEGA","8"
"result.892","ORTEGA","8"
"result.893","ORTEGA","8"
"result.894","ORTEGA","8"
"result.895","ORTEGA","8"
"result.896","ORTEGA","8"
"result.897","ORTEGA","8"
"result.898","ORTEGA","8"
"result.899","ORTEGA","8"
"result.900","ORTEGA","8"
"result.901","ORTEGA","8"
"result.902","ORTEGA","8"
"result.903","ORTEGA","8"
"result.904","ORTEGA","8"
"result.905","ORTEGA","8"
"result.906","ORTEGA","8"
"result.907","ORTEGA","8"
"result.908","ORTEGA","8"
"result.909","ORTEGA","8"
"result.910","ORTEGA","8"
"result.911","ORTEGA","8"
"result.912","ORTEGA","8"
"result.913","ORTEGA","8"
"result.914","ORTEGA","8"
"result.915","ORTEGA","8"
"result.916","ORTEGA","8"
"result.917","ORTEGA","8"
"result.918","ORTEGA","8"
"result.919","ORTEGA","8"
"result.920","ORTEGA","8"
"result.921","ORTEGA","8"
"result.922","ORTEGA","8"
"result.923","ORTEGA","8"
"result.924","ORTEGA","8"
"result.925","ORTEGA","8"
"result.926","ORTEGA","8"
"result.927","ORTEGA","8"
"result.928","ORTEGA","8"
"result.929","ORTEGA","8"
"result.930","ORTEGA","8"
"result.931","ORTEGA","8"
"result.932","ORTEGA","8"
"result.933","ORTEGA","8"
"result.934","ORTEGA","8"
"result.935","ORTEGA","8"
"result.936","ORTEGA","8"
"result.937","ORTEGA","8"
"result.938","ORTEGA","8"
"result.939","ORTEGA","8"
"result.940","ORTEGA","8"
"result.941","ORTEGA","8"
"result.942","ORTEGA","8"
"result.943","ORTEGA","8"
"result.944","ORTEGA","8"
"result.945","ORTEGA","8"
"result.946","ORTEGA","8"
"result.947","ORTEGA","8"
"result.948","ORTEGA","8"
"result.949","ORTEGA","8"
"result.950","ORTEGA","8"
"result.951","ORTEGA","8"
"result.952","ORTEGA","8"
"result.953","ORTEGA","8"
"result.954","ORTEGA","8"
"result.955","ORTEGA","8"
"result.956","ORTEGA","8"
"result.957","ORTEGA","8"
"result.958","ORTEGA","8"
"result.959","ORTEGA","8"
"result.960","ORTEGA","8"
"result.961","ABDALLA_HASSAN","8"
"result.962","ORTEGA","8"
"result.963","ORTEGA","8"
"result.964","ABDALLA_HASSAN","8"
"result.965","ORTEGA","8"
"result.966","ORTEGA","8"
"result.967","ORTEGA","8"
"result.968","ORTEGA","8"
"result.969","ORTEGA","8"
"result.970","ORTEGA","8"
"result.971","ORTEGA","8"
"result.972","ORTEGA","8"
"result.973","ORTEGA","8"
"result.974","ORTEGA","8"
"result.975","ORTEGA","8"
"result.976","ORTEGA","8"
"result.977","ORTEGA","8"
"result.978","ORTEGA","8"
"result.979","ORTEGA","8"
"result.980","ORTEGA","8"
"result.981","ORTEGA","8"
"result.982","ORTEGA","8"
"result.983","ORTEGA","8"
"result.984","ORTEGA","8"
"result.985","ORTEGA","8"
"result.986","ORTEGA","8"
"result.987","ORTEGA","8"
"result.988","ORTEGA","8"
"result.989","ORTEGA","8"
"result.990","ORTEGA","8"
"result.991","ORTEGA","8"
"result.992","ORTEGA","8"
"result.993","ORTEGA","8"
"result.994","ORTEGA","8"
"result.995","ORTEGA","8"
"result.996","ORTEGA","8"
"result.997","ORTEGA","8"
"result.998","ORTEGA","8"
"result.999","ORTEGA","8"
"result.1000","ORTEGA","8"
"result.1","ORTEGA","9"
"result.2","ORTEGA","9"
"result.3","ORTEGA","9"
"result.4","ORTEGA","9"
"result.5","ORTEGA","9"
"result.6","ORTEGA","9"
"result.7","ORTEGA","9"
"result.8","ORTEGA","9"
"result.9","ORTEGA","9"
"result.10","ORTEGA","9"
"result.11","ORTEGA","9"
"result.12","ORTEGA","9"
"result.13","ORTEGA","9"
"result.14","ORTEGA","9"
"result.15","ORTEGA","9"
"result.16","ORTEGA","9"
"result.17","ORTEGA","9"
"result.18","ORTEGA","9"
"result.19","ORTEGA","9"
"result.20","ORTEGA","9"
"result.21","ORTEGA","9"
"result.22","ORTEGA","9"
"result.23","ORTEGA","9"
"result.24","ORTEGA","9"
"result.25","ORTEGA","9"
"result.26","ORTEGA","9"
"result.27","ORTEGA","9"
"result.28","ORTEGA","9"
"result.29","GB2","9"
"result.30","ORTEGA","9"
"result.31","ORTEGA","9"
"result.32","ORTEGA","9"
"result.33","ORTEGA","9"
"result.34","ORTEGA","9"
"result.35","ORTEGA","9"
"result.36","ORTEGA","9"
"result.37","ORTEGA","9"
"result.38","ORTEGA","9"
"result.39","ORTEGA","9"
"result.40","ORTEGA","9"
"result.41","ORTEGA","9"
"result.42","ORTEGA","9"
"result.43","ORTEGA","9"
"result.44","ORTEGA","9"
"result.45","ORTEGA","9"
"result.46","ORTEGA","9"
"result.47","ORTEGA","9"
"result.48","ORTEGA","9"
"result.49","ORTEGA","9"
"result.50","ORTEGA","9"
"result.51","ORTEGA","9"
"result.52","ORTEGA","9"
"result.53","ORTEGA","9"
"result.54","ORTEGA","9"
"result.55","ORTEGA","9"
"result.56","ORTEGA","9"
"result.57","ORTEGA","9"
"result.58","ORTEGA","9"
"result.59","ORTEGA","9"
"result.60","ORTEGA","9"
"result.61","ORTEGA","9"
"result.62","ORTEGA","9"
"result.63","ORTEGA","9"
"result.64","ORTEGA","9"
"result.65","ORTEGA","9"
"result.66","ORTEGA","9"
"result.67","ORTEGA","9"
"result.68","ORTEGA","9"
"result.69","ORTEGA","9"
"result.70","ORTEGA","9"
"result.71","ORTEGA","9"
"result.72","ORTEGA","9"
"result.73","ORTEGA","9"
"result.74","ORTEGA","9"
"result.75","ORTEGA","9"
"result.76","ORTEGA","9"
"result.77","ORTEGA","9"
"result.78","ORTEGA","9"
"result.79","ORTEGA","9"
"result.80","ORTEGA","9"
"result.81","ORTEGA","9"
"result.82","ORTEGA","9"
"result.83","ORTEGA","9"
"result.84","ORTEGA","9"
"result.85","ORTEGA","9"
"result.86","ORTEGA","9"
"result.87","ORTEGA","9"
"result.88","ORTEGA","9"
"result.89","ORTEGA","9"
"result.90","ORTEGA","9"
"result.91","ORTEGA","9"
"result.92","ORTEGA","9"
"result.93","ORTEGA","9"
"result.94","ORTEGA","9"
"result.95","ORTEGA","9"
"result.96","ORTEGA","9"
"result.97","ORTEGA","9"
"result.98","ORTEGA","9"
"result.99","ORTEGA","9"
"result.100","ORTEGA","9"
"result.101","ORTEGA","9"
"result.102","ORTEGA","9"
"result.103","ORTEGA","9"
"result.104","ORTEGA","9"
"result.105","ORTEGA","9"
"result.106","ORTEGA","9"
"result.107","ORTEGA","9"
"result.108","ORTEGA","9"
"result.109","ORTEGA","9"
"result.110","ORTEGA","9"
"result.111","ORTEGA","9"
"result.112","ORTEGA","9"
"result.113","ORTEGA","9"
"result.114","ORTEGA","9"
"result.115","ORTEGA","9"
"result.116","ORTEGA","9"
"result.117","ORTEGA","9"
"result.118","ORTEGA","9"
"result.119","ORTEGA","9"
"result.120","ORTEGA","9"
"result.121","ORTEGA","9"
"result.122","ORTEGA","9"
"result.123","ORTEGA","9"
"result.124","ORTEGA","9"
"result.125","ORTEGA","9"
"result.126","ORTEGA","9"
"result.127","ORTEGA","9"
"result.128","ORTEGA","9"
"result.129","ORTEGA","9"
"result.130","ORTEGA","9"
"result.131","ORTEGA","9"
"result.132","ORTEGA","9"
"result.133","ORTEGA","9"
"result.134","ORTEGA","9"
"result.135","ORTEGA","9"
"result.136","ORTEGA","9"
"result.137","ORTEGA","9"
"result.138","ORTEGA","9"
"result.139","ORTEGA","9"
"result.140","ORTEGA","9"
"result.141","ORTEGA","9"
"result.142","ORTEGA","9"
"result.143","ORTEGA","9"
"result.144","ORTEGA","9"
"result.145","ORTEGA","9"
"result.146","ORTEGA","9"
"result.147","ORTEGA","9"
"result.148","ORTEGA","9"
"result.149","ORTEGA","9"
"result.150","ORTEGA","9"
"result.151","ORTEGA","9"
"result.152","ORTEGA","9"
"result.153","ORTEGA","9"
"result.154","ORTEGA","9"
"result.155","ORTEGA","9"
"result.156","ORTEGA","9"
"result.157","ORTEGA","9"
"result.158","ORTEGA","9"
"result.159","ORTEGA","9"
"result.160","ORTEGA","9"
"result.161","ORTEGA","9"
"result.162","ORTEGA","9"
"result.163","ORTEGA","9"
"result.164","ORTEGA","9"
"result.165","ORTEGA","9"
"result.166","ORTEGA","9"
"result.167","ORTEGA","9"
"result.168","ORTEGA","9"
"result.169","ORTEGA","9"
"result.170","ORTEGA","9"
"result.171","ORTEGA","9"
"result.172","ORTEGA","9"
"result.173","ORTEGA","9"
"result.174","ORTEGA","9"
"result.175","ORTEGA","9"
"result.176","ORTEGA","9"
"result.177","ORTEGA","9"
"result.178","ORTEGA","9"
"result.179","ORTEGA","9"
"result.180","ORTEGA","9"
"result.181","ORTEGA","9"
"result.182","ORTEGA","9"
"result.183","ORTEGA","9"
"result.184","ORTEGA","9"
"result.185","ORTEGA","9"
"result.186","ORTEGA","9"
"result.187","ORTEGA","9"
"result.188","ORTEGA","9"
"result.189","ORTEGA","9"
"result.190","ORTEGA","9"
"result.191","ORTEGA","9"
"result.192","ABDALLA_HASSAN","9"
"result.193","ORTEGA","9"
"result.194","ORTEGA","9"
"result.195","ORTEGA","9"
"result.196","ORTEGA","9"
